"ID","PersonID","TripNum","SiteNum","Date","Month","numYear","facYear","Time","TripDate","Recall","FieldTrip","Interviewer","BR","Agreement","BRLong","BRLat","FishingType","BaitLure","StartTime","exStart","exStop","exMedianTime","exDecMedianTime","DecFishingHr","FishingHr","MaxHook","Species","Emperors","Snappers","Nearshore","Breams","Cods_Trouts_Groupers","Perch","Pelagic","Flatheads_Cobblers","Pigfish_Tuskfish_Parrotfish","Cephalopods_Crustaceans_Molluscs","Others","UseLong","UseLat","exnTimes12m","exYrs","Postcode","BoatLength","BoatName","BoatID","Comments","Site","Screen18","PrevInter","Resident","nDaysInArea","BoatAccess","nBoatDays","nBoatDays_other","nShoreDays","nShoreDays_other","nTimesLast12m","nTimesLast12m_other","nTimes19","nTimes19_other","Covid","Activity","Activity_other","exRecall","nexRecall","nexStart","nexStop","KeptUndam","RelUndam","nHooked","nCaught","DP","nDP","perDP","nUndamHr","nDPHr","nHookedHr","DPrateHr","exWhyLeave","nexWhyLeave","nexWhyLeave_other","DiveMaxDepth","WhyChoose","WhyChoose_other","nexnTimes12m","nexYrs","nDives","DiveCert","YrBorn","Sex","nMale","nFemale","nGirls","nBoys","Accom","BoatType","NONEXTRACTIVE","LunarPhase"
169,818,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,"Casting","Bait","09:00","09:00","15:00","12:00",12,6,6,30,"Spotted Cod flag blacks",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.576563952123","-24.9229435532654","42","55","6701",4,NA,"AE118",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,"1",1,7.69230769230769,2,0.166666666666667,2.16666666666667,0.076923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
168,819,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,"Casting","Bait","10:00","10:00","15:00","12:30",12.5,5,5,15,"Black snapper, blue swimmer ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.664239172612","-24.9271023215119","20","35","6701",4,NA,"BP372",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,"0",0,0,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
167,820,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,"Casting","Bait","09:30","09:30","14:00","11:45",11.75,4.5,5,15,"Pinks brim lizard fish cod ",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.577426237778","-24.9229208568362","20","40","6701",4,NA,"DB418",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,"1",3,16.6666666666667,3.33333333333333,0.666666666666667,4,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
166,821,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,NA,"Bait","10:30","10:30","14:00","12:15",12.25,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.664501783407","-24.9171304661745","20","40","6701",3,NA,"CZ243S",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
165,822,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,"Casting","Bait","09:45","09:45","15:30","12:37",12.62,5.75,6,45,"Spangled pinks cod ",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.545099640931","-24.9683945651232","20","40","6701",3,NA,"D8352",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
164,823,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,"Casting","Bait","09:00","09:00","13:30","11:15",11.25,4.5,5,15,"Spangled cod blue swimmer crabs ",1,1,NA,NA,1,NA,NA,NA,NA,1,NA,"113.661247843801","-24.9067055769652","3","55",NA,3,NA,"WV371Q","Crabbing and fishing, 2 lines 4 pots ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"0",0,0,2.22222222222222,0,2.22222222222222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
163,824,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,NA,"Bait","09:15","09:15","13:00","11:07",11.12,3.75,4,15,"Blue swimmer crabs ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.656618065167","-24.9105962361023","31","45","6701",3,NA,"EW436","8 pots, 1 damaged by suspected shark ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,"0",0,0,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
162,825,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf","Yes",113.651866713933,-24.8980741786137,"Casting","Bait","08:00","08:00","12:00","10:00",10,4,4,15,"Blue swimmer 30 blacks 1",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.668964028037","-24.9090149348523","11","50","6211",3,NA,"GG196",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,"0",0,0,7.5,0,7.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
161,826,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652195065237,-24.8987031422664,NA,"Bait","10:00","10:00","14:45","12:22",12.37,4.75,5,15,"Blue Manna Crab",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.653667430039","-24.9151758409914","8","30","6071",3,NA,"EA851","Tiger in the pot, got it back without too much damage ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,"1",1,4.76190476190476,4.21052631578947,0.210526315789474,4.42105263157895,0.0476190476190477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
160,827,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652195065237,-24.8987031422664,"Casting","Bait","08:30","08:30","13:30","11:00",11,5,5,30,"Estuary Cod, flag, pinks",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.452586316206","-24.6355926227247","8","45","6071",6,NA,"DV829",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,"0",0,0,1.6,0,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
159,828,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652195065237,-24.8987031422664,"Casting","Bait","06:30","06:30","10:45","08:37",8.62,4.25,5,15,"Emperor cobia pinks ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.480331043369","-24.9752655171312","8","27","6701",6,NA,"43057","Was followed by a 2-3m tiger for a while. ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"0",0,0,2.58823529411765,0,2.58823529411765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
158,829,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,NA,"Bait","15:30","15:30","17:00","16:15",16.25,1.5,2,15,"Blue manna crab",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.661745967711","-24.9138797287234","45","35","6701",4,NA,"26050","Same guy as 26050",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,"0",0,0,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
157,830,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Casting","Bait","09:00","09:00","15:00","12:00",12,6,6,75,"Flag, tuna, mackerel, ",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"113.345133508843","-24.8859746317602","1","35","6071",6,NA,"A478",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,"0",0,0,3.33333333333333,0,3.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
156,831,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Trolling - Rod","Bait","09:30","09:30","14:00","11:45",11.75,4.5,5,75,"Cobia, tuna, wahoo, bell pirch",NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,"113.037547292305","-25.4053143529764","19","2","6230",6,NA,"AP635",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,"0",0,0,1.55555555555556,0,1.55555555555556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
155,832,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Trolling - Rod","Lures","09:00","09:00","14:00","11:30",11.5,5,5,30,"Spanish mackerel, trevally, norwester, redthroat, flag",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"113.144425048529","-24.7702673491661","8","55","6164",4,NA,"81087",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,"1",1,3.7037037037037,5.2,0.2,5.4,0.037037037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
154,833,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Trolling - Rod","Bait","08:00","08:00","15:30","11:45",11.75,7.5,8,45,"Bonefish, rankin cod, golden trevally, pink snapper, spotted cod",NA,1,1,NA,1,NA,1,NA,NA,NA,NA,"113.131526584929","-24.8194382520532","5","55","6220",6,NA,"BM862","4 lines",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,"0",0,0,2.66666666666667,0,2.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
152,835,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Trolling - Rod","Bait","08:00","08:00","13:30","10:45",10.75,5.5,6,60,"baldchin grouper, coronation trout, norwester, two cod, flag",1,1,NA,NA,1,NA,NA,NA,1,NA,NA,"113.09160253867","-24.971914100517","3","60","6071",6,NA,"BQ059","4 lines",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,25,"1",1,3.84615384615385,4.54545454545455,0.181818181818182,4.72727272727273,0.0384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
151,836,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Trolling - Rod","Bait","08:30","08:30","15:15","11:52",11.87,6.75,7,15,"Pinkies",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.476527213537","-24.9886282930387","4","60","6071",5,NA,"30703","Hooked one tiger, caught plenty of juvenile pinkies",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,"1",2,6.25,4.44444444444444,0.296296296296296,4.74074074074074,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
150,837,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Casting","Bait","09:00","09:00","14:00","11:30",11.5,5,5,15,"Pinks",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.663932866863","-24.9146470653431","4","60","6071",4,NA,"08629",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"0",0,0,0.6,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
149,838,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Casting","Bait","08:30","08:30","14:00","11:15",11.25,5.5,6,45,"Pinks, mackerel spotted",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"113.477314494357","-24.98580050594","30","45","6071",5,NA,"BS440","4 lines. Family with girl, Boy and dad with the grandfather who’s been out all week, three different boats they’ve used, big one, tinny and this one",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,"0",0,0,2.72727272727273,0,2.72727272727273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
148,839,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Jigging","Bait","08:30","08:30","13:00","10:45",10.75,4.5,5,15,"Squid",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.677981979816","-24.9324937087046","2","30","6071",6,NA,"EY754","Squidding",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,"0",0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
147,840,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Jigging","Bait","07:45","07:45","12:15","10:00",10,4.5,5,15,"Squid, blue manna crabs",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.673720212208","-24.9310227269629","12","40","6175",5,NA,"GC985","Crabbing and squidding (2 lines for squid, 8 pots for crabs)",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
146,841,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Crabbing","Bait","08:00","08:00","12:45","10:22",10.37,4.75,5,15,"Blue manna crabs",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.663785838702","-24.9148001957803","7","60","6210",4,NA,"EV654","10 pots, crabbing",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,"0",0,0,6.73684210526316,0,6.73684210526316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
145,811,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652106229042,-24.898820037112,"Crabbing","Bait","09:00","09:00","11:45","10:22",10.37,2.75,3,15,"Blue manna crabs",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.652288892735","-24.9096939929774","5","50","6071",4,NA,"DE120","Crabbing, 9 pots",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,"0",0,0,5.09090909090909,0,5.09090909090909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
